new_name;labels;L_WorkSchooling_wave13_SectorProfHours_03p.dta;cw19l_EN_1.1p.dta;cw18k_EN_1.0p.dta;cw17j_EN_1.0p.dta;cw16i_EN_1.0p.dta;cw15h_EN_1.0p.dta;cw14g_EN_1.0p.dta;cw13f_EN_1.0p.dta;cw12e_EN_1.0p.dta;cw11d_EN_1.0p.dta;cw10c_EN_1.0p.dta;cw09b_EN_3.0p.dta;cw08a_1.1p_EN.dta;type;categories_english;ordered
disabled_parttime;Suppose someone offers you a part-time job? Assume that you can fully retain the;;;;;;cw15h368;cw14g368;cw13f368;cw12e368;cw11d368;cw10c368;cw09b368;cw08a368;category;no, I only want to work full-time|no, I don't want to work part-time|yes, I want to work part-time;False
disabled_hours;How many hours per week would you want to work (on average), then?;;;;;;cw15h369;cw14g369;cw13f369;cw12e369;cw11d369;cw10c369;cw09b369;cw08a369;int;;
disabled_minwage2;Suppose you were offered a job for (on average) (...number of) hours per week, w;;;;;;cw15h370;cw14g370;cw13f370;cw12e370;cw11d370;cw10c370;cw09b370;cw08a370;int;;
retired_working;You currently receive an old age pension, or you took FLO or early retirement, o;;;cw18k371;cw17j371;cw16i371;cw15h371;cw14g371;cw13f371;cw12e371;cw11d371;cw10c371;cw09b371;cw08a371;category;no, I am unable to|no, I don't want to|yes, I want to work;False
retired_fulltime;Suppose someone offers you a full-time job. Assume that you can fully retain the;;;cw18k372;cw17j372;cw16i372;cw15h372;cw14g372;cw13f372;cw12e372;cw11d372;cw10c372;cw09b372;cw08a372;category;no, I am unable to|no, I don't want to|yes, I want to work full-time;False
retired_minwage1;Suppose you were offered a full-time job, what would then be the minimum net wag;;;cw18k373;cw17j373;cw16i373;cw15h373;cw14g373;cw13f373;cw12e373;cw11d373;cw10c373;cw09b373;cw08a373;int;;
retired_parttime;Suppose someone offers you a part-time job. Assume that you can fully retain the;;;cw18k374;cw17j374;cw16i374;cw15h374;cw14g374;cw13f374;cw12e374;cw11d374;cw10c374;cw09b374;cw08a374;category;no, I only want to work full-time|no, I don't want to work part-time|yes, I want to work part-time;False
retired_hours;How many hours per would you want to work, then, on average?;;;cw18k375;cw17j375;cw16i375;cw15h375;cw14g375;cw13f375;cw12e375;cw11d375;cw10c375;cw09b375;cw08a375;int;;
retired_minwage2;Suppose you were offered a job for (...number of) hours per week (on average), w;;;cw18k376;cw17j376;cw16i376;cw15h376;cw14g376;cw13f376;cw12e376;cw11d376;cw10c376;cw09b376;cw08a376;int;;
jobless_fulltime;Suppose someone offers you a full-time job. Would you want and be able to start;;;cw18k377;cw17j377;cw16i377;cw15h377;cw14g377;cw13f377;cw12e377;cw11d377;cw10c377;cw09b377;cw08a377;category;no, I am not at all able to work|no, I cannot work full-time|no, I don't want to work full-time|yes, I want to work full-time;False
jobless_minwage1;Suppose you were offered a full-time job, what then would be the minimum net wag;;;cw18k378;cw17j378;cw16i378;cw15h378;cw14g378;cw13f378;cw12e378;cw11d378;cw10c378;cw09b378;cw08a378;int;;
jobless_parttime;Suppose someone offers you a part-time job. Would you want to start working, the;;;cw18k379;cw17j379;cw16i379;cw15h379;cw14g379;cw13f379;cw12e379;cw11d379;cw10c379;cw09b379;cw08a379;category;no, I don't want to work|no, I only want to work full-time|yes, I want to work part-time;False
jobless_hours;How many hours per week (on average) would you want to work, then?;;;cw18k380;cw17j380;cw16i380;cw15h380;cw14g380;cw13f380;cw12e380;cw11d380;cw10c380;cw09b380;cw08a380;int;;
jobless_minwage2;Suppose you were offered a job for (....number of) hours per week (on average),;;;cw18k381;cw17j381;cw16i381;cw15h381;cw14g381;cw13f381;cw12e381;cw11d381;cw10c381;cw09b381;cw08a381;int;;
estimate_wage;Could you then estimate the net wages that such a person will earn on average, i;;;cw18k382;cw17j382;cw16i382;cw15h382;cw14g382;cw13f382;cw12e382;cw11d382;cw10c382;cw09b382;cw08a382;int;;
estimate_minwage;Could you then estimate the net wages that such a person will earn on average, i;;;cw18k383;cw17j383;cw16i383;cw15h383;cw14g383;cw13f383;cw12e383;cw11d383;cw10c383;cw09b383;cw08a383;int;;
estimate_maxwage;Could you then estimate the net wages that such a person will earn on average, i;;;cw18k384;cw17j384;cw16i384;cw15h384;cw14g384;cw13f384;cw12e384;cw11d384;cw10c384;cw09b384;cw08a384;int;;
estimate_wage_period;Could you then estimate the net wages that such a person will earn on average, i;;;cw18k385;cw17j385;cw16i385;cw15h385;cw14g385;cw13f385;cw12e385;cw11d385;cw10c385;cw09b385;cw08a385;category;per week|per 4 weeks|per month|per year;True
minwage_accept;What is the minimum net wage that they would have to offer you, for you to accep;;;cw18k517;cw17j517;cw16i517;cw15h517;cw14g517;cw13f517;cw12e517;cw11d517;cw10c517;cw09b517;cw08a386;int;;
minwage_accept_period;What is the minimum net wage that they would have to offer you, for you to accep;;;cw18k518;cw17j518;cw16i518;cw15h518;cw14g518;cw13f518;cw12e518;cw11d518;cw10c518;cw09b518;cw08a387;category;per week|per 4 weeks|per month|per year;True
minwage_accept_unknown;I dont know;;;cw18k519;cw17j519;cw16i519;cw15h519;cw14g519;cw13f519;cw12e519;cw11d519;cw10c519;cw09b519;cw08a388;float;;
minwage_accept_never;I would never do that;;;cw18k520;cw17j520;cw16i520;cw15h520;cw14g520;cw13f520;cw12e520;cw11d520;cw10c520;cw09b520;cw08a389;float;;
reason_part_employer;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - I am;;cw19l390;cw18k390;cw17j390;cw16i390;cw15h390;cw14g390;cw13f390;cw12e390;cw11d390;cw10c390;cw09b390;cw08a390;boolean;;
reason_part_family;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - due;;cw19l391;cw18k391;cw17j391;cw16i391;cw15h391;cw14g391;cw13f391;cw12e391;cw11d391;cw10c391;cw09b391;cw08a391;boolean;;
reason_part_health2;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - due;;cw19l392;cw18k392;cw17j392;cw16i392;cw15h392;cw14g392;cw13f392;cw12e392;cw11d392;cw10c392;cw09b392;cw08a392;boolean;;
reason_part_homework;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - due;;cw19l393;cw18k393;cw17j393;cw16i393;cw15h393;cw14g393;cw13f393;cw12e393;cw11d393;cw10c393;cw09b393;cw08a393;boolean;;
reason_part_otherwork;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - due;;cw19l394;cw18k394;cw17j394;cw16i394;cw15h394;cw14g394;cw13f394;cw12e394;cw11d394;cw10c394;cw09b394;cw08a394;boolean;;
reason_part_health1;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - for;;cw19l395;cw18k395;cw17j395;cw16i395;cw15h395;cw14g395;cw13f395;cw12e395;cw11d395;cw10c395;cw09b395;cw08a395;boolean;;
reason_part_rejected;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - I am;;cw19l396;cw18k396;cw17j396;cw16i396;cw15h396;cw14g396;cw13f396;cw12e396;cw11d396;cw10c396;cw09b396;cw08a396;boolean;;
reason_part_early1;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - I ha;;cw19l397;cw18k397;cw17j397;cw16i397;cw15h397;cw14g397;cw13f397;cw12e397;cw11d397;cw10c397;cw09b397;cw08a397;boolean;;
reason_part_early2;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - I vi;;cw19l398;cw18k398;cw17j398;cw16i398;cw15h398;cw14g398;cw13f398;cw12e398;cw11d398;cw10c398;cw09b398;cw08a398;boolean;;
reason_part_calmer;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - I wa;;cw19l399;cw18k399;cw17j399;cw16i399;cw15h399;cw14g399;cw13f399;cw12e399;cw11d399;cw10c399;cw09b399;cw08a399;boolean;;
reason_part_leisure;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - beca;;cw19l400;cw18k400;cw17j400;cw16i400;cw15h400;cw14g400;cw13f400;cw12e400;cw11d400;cw10c400;cw09b400;cw08a400;boolean;;
reason_part_other;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - othe;;cw19l401;cw18k401;cw17j401;cw16i401;cw15h401;cw14g401;cw13f401;cw12e401;cw11d401;cw10c401;cw09b401;cw08a401;boolean;;
sector;In what sector do you work? (/In what sector did you work in your last job)?;cw20m402;cw19l402;cw18k402;cw17j402;cw16i402;cw15h402;cw14g402;cw13f402;cw12e402;cw11d402;cw10c402;cw09b402;cw08a402;category;agriculture, forestry, fishery, hunting|mining|industrial production|utilities production, distribution and/or trade (electricity, natural gas, steam, water)|construction|retail trade (including repairs of consumer goods)|catering|transport, storage and communication|financial|business services (including real estate, rental)|government services, public administration and mandatory social insurances|education|healthcare and welfare|environmental services, culture, recreation and other services|other;False
profession;What is your current profession? (/What profession did you exercise in your last;cw20m404;cw19l404;cw18k404;cw17j404;cw16i404;cw15h404;cw14g404;cw13f404;cw12e404;cw11d404;cw10c404;cw09b404;cw08a404;category;higher academic or independent profession (e.g. architect, physician, scholar, academic instructor, engineer)|higher supervisory profession (e.g. manager, director, owner of large company, supervisory civil servant)|intermediate academic or independent profession (e.g. teacher, artist, nurse, social worker, policy assistant)|intermediate supervisory or commercial profession (e.g. head representative, department manager, shopkeeper)|other mental work (e.g. administrative assistant, accountant, sales assistant, family carer)|skilled and supervisory manual work (e.g. car mechanic, foreman, electrician)|semi-skilled manual work (e.g. driver, factory worker)|unskilled and trained manual work (e.g. cleaner, packer)|agrarian profession (e.g. farm worker, independent agriculturalist);False
profession_firstjob;What profession did you exercise in your first job?;;cw19l405;cw18k405;cw17j405;cw16i405;cw15h405;cw14g405;cw13f405;cw12e405;cw11d405;cw10c405;cw09b405;cw08a405;category;higher academic or independent profession (e.g. architect, physician, scholar, academic instructor, engineer)|higher supervisory profession (e.g. manager, director, owner of large company, supervisory civil servant)|intermediate academic or independent profession (e.g. teacher, artist, nurse, social worker, policy assistant)|intermediate supervisory or commercial profession (e.g. head representative, department manager, shopkeeper)|other mental work (e.g. administrative assistant, accountant, sales assistant, family carer)|skilled and supervisory manual work (e.g. car mechanic, foreman, electrician)|semi-skilled manual work (e.g. driver, factory worker)|unskilled and trained manual work (e.g. cleaner, packer)|agrarian profession (e.g. farm worker, independent agriculturalist);False
job_people;How many people work (/worked) (approximately) in the branch/location where you;;cw19l528;cw18k528;cw17j528;cw16i528;cw15h528;cw14g528;cw13f528;cw12e528;cw11d528;cw10c408;cw09b408;cw08a408;int;;
job_supervise;Do (/Did) you supervise other employees in your profession or position?;;cw19l409;cw18k409;cw17j409;cw16i409;cw15h409;cw14g409;cw13f409;cw12e409;cw11d409;cw10c409;cw09b409;cw08a409;boolean;;
job_supervise_number;How many? Please include employees that you supervise (/supervised) through othe;;cw19l410;cw18k410;cw17j410;cw16i410;cw15h410;cw14g410;cw13f410;cw12e410;cw11d410;cw10c410;cw09b410;cw08a410;int;;
job_continue;Does (or did) your current job (last job) offer the option of continuing to work;;cw19l411;cw18k411;cw17j411;cw16i411;cw15h411;cw14g411;cw13f411;cw12e411;cw11d411;cw10c411;cw09b411;cw08a411;boolean;;
job_pace;Can (/could) you work at your own pace?;;cw19l412;cw18k412;cw17j412;cw16i412;cw15h412;cw14g412;cw13f412;cw12e412;cw11d412;cw10c412;cw09b412;cw08a412;category;often|sometimes|never;True
job_dirty;Does (/did) the work mean getting dirty?;;cw19l413;cw18k413;cw17j413;cw16i413;cw15h413;cw14g413;cw13f413;cw12e413;cw11d413;cw10c413;cw09b413;cw08a413;category;often|sometimes|never;True
job_dangerous;Is (/was) your work dangerous?;;cw19l414;cw18k414;cw17j414;cw16i414;cw15h414;cw14g414;cw13f414;cw12e414;cw11d414;cw10c414;cw09b414;cw08a414;category;often|sometimes|never;True
job_hazardous;Do (/did) you work with hazardous substances?;;cw19l415;cw18k415;cw17j415;cw16i415;cw15h415;cw14g415;cw13f415;cw12e415;cw11d415;cw10c415;cw09b415;cw08a415;category;often|sometimes|never;True
job_physical;Is (/was) your work physically demanding?;;cw19l416;cw18k416;cw17j416;cw16i416;cw15h416;cw14g416;cw13f416;cw12e416;cw11d416;cw10c416;cw09b416;cw08a416;category;often|sometimes|never;True
job_lift;Do (/did) you need to lift heavy objects?;;cw19l417;cw18k417;cw17j417;cw16i417;cw15h417;cw14g417;cw13f417;cw12e417;cw11d417;cw10c417;cw09b417;cw08a417;category;often|sometimes|never;True
job_kneel;Do (/did) you need to kneel or stoop?;;cw19l418;cw18k418;cw17j418;cw16i418;cw15h418;cw14g418;cw13f418;cw12e418;cw11d418;cw10c418;cw09b418;cw08a418;category;often|sometimes|never;True
job_tiring;Is (/was) your work tiring?;;cw19l419;cw18k419;cw17j419;cw16i419;cw15h419;cw14g419;cw13f419;cw12e419;cw11d419;cw10c419;cw09b419;cw08a419;category;often|sometimes|never;True
job_mental;Does (/did) your work require mental effort?;;cw19l420;cw18k420;cw17j420;cw16i420;cw15h420;cw14g420;cw13f420;cw12e420;cw11d420;cw10c420;cw09b420;cw08a420;category;often|sometimes|never;True
job_concentration;Do (/did) you need to work with a lot of concentration?;;cw19l421;cw18k421;cw17j421;cw16i421;cw15h421;cw14g421;cw13f421;cw12e421;cw11d421;cw10c421;cw09b421;cw08a421;category;often|sometimes|never;True
job_busy;Does (/did) your work ever get too busy?;;cw19l422;cw18k422;cw17j422;cw16i422;cw15h422;cw14g422;cw13f422;cw12e422;cw11d422;cw10c422;cw09b422;cw08a422;category;often|sometimes|never;True
job_social;Do (/did) you need to be able to relate well to other people?;;cw19l423;cw18k423;cw17j423;cw16i423;cw15h423;cw14g423;cw13f423;cw12e423;cw11d423;cw10c423;cw09b423;cw08a423;category;often|sometimes|never;True
job_extra;Are (/were) you expected to work extra hours?;;cw19l424;cw18k424;cw17j424;cw16i424;cw15h424;cw14g424;cw13f424;cw12e424;cw11d424;cw10c424;cw09b424;cw08a424;category;often|sometimes|never;True
job_irregular;Do (/did) you work irregular hours?;;cw19l425;cw18k425;cw17j425;cw16i425;cw15h425;cw14g425;cw13f425;cw12e425;cw11d425;cw10c425;cw09b425;cw08a425;category;often|sometimes|never;True
opinion_satisfied;Everything considered, I am (/was) satisfied with my job.;;cw19l426;cw18k426;cw17j426;cw16i426;cw15h426;cw14g426;cw13f426;cw12e426;cw11d426;cw10c426;cw09b426;cw08a426;category;disagree entirely|disagree|agree|agree entirely;True
opinion_physical;My job is (/was) physically demanding.;;cw19l427;cw18k427;cw17j427;cw16i427;cw15h427;cw14g427;cw13f427;cw12e427;cw11d427;cw10c427;cw09b427;cw08a427;category;disagree entirely|disagree|agree|agree entirely;True
opinion_pressure;Because of a heavy work burden, I am (/was) continually under time pressure.;;cw19l428;cw18k428;cw17j428;cw16i428;cw15h428;cw14g428;cw13f428;cw12e428;cw11d428;cw10c428;cw09b428;cw08a428;category;disagree entirely|disagree|agree|agree entirely;True
opinion_freedom;There is (/was) very little freedom for me to determine how to do my work.;;cw19l429;cw18k429;cw17j429;cw16i429;cw15h429;cw14g429;cw13f429;cw12e429;cw11d429;cw10c429;cw09b429;cw08a429;category;disagree entirely|disagree|agree|agree entirely;True
opinion_skills;I have (/had) the opportunity to learn new skills.;;cw19l430;cw18k430;cw17j430;cw16i430;cw15h430;cw14g430;cw13f430;cw12e430;cw11d430;cw10c430;cw09b430;cw08a430;category;disagree entirely|disagree|agree|agree entirely;True
opinion_support;I get (/got) sufficient support in difficult situations.;;cw19l431;cw18k431;cw17j431;cw16i431;cw15h431;cw14g431;cw13f431;cw12e431;cw11d431;cw10c431;cw09b431;cw08a431;category;disagree entirely|disagree|agree|agree entirely;True
opinion_appreciation;I get (/got) the appreciation I deserve for my work.;;cw19l432;cw18k432;cw17j432;cw16i432;cw15h432;cw14g432;cw13f432;cw12e432;cw11d432;cw10c432;cw09b432;cw08a432;category;disagree entirely|disagree|agree|agree entirely;True
opinion_wage;My salary/income is (/was) sufficient, given my effort and performance.;;cw19l433;cw18k433;cw17j433;cw16i433;cw15h433;cw14g433;cw13f433;cw12e433;cw11d433;cw10c433;cw09b433;cw08a433;category;disagree entirely|disagree|agree|agree entirely;True
opinion_career;My prospects of career advancement/promotion in my job are (/were) poor.;;cw19l434;cw18k434;cw17j434;cw16i434;cw15h434;cw14g434;cw13f434;cw12e434;cw11d434;cw10c434;cw09b434;cw08a434;category;disagree entirely|disagree|agree|agree entirely;True
opinion_security;It is uncertain whether my job will (/would) continue to exist.;;cw19l435;cw18k435;cw17j435;cw16i435;cw15h435;cw14g435;cw13f435;cw12e435;cw11d435;cw10c435;cw09b435;cw08a435;category;disagree entirely|disagree|agree|agree entirely;True
children;Do you have children and/or grandchildren? - children;;cw19l436;cw18k436;cw17j436;cw16i436;cw15h436;cw14g436;cw13f436;cw12e436;cw11d436;cw10c436;cw09b436;cw08a436;boolean;;
grandchildren;Do you have children and/or grandchildren? - grandchildren;;cw19l437;cw18k437;cw17j437;cw16i437;cw15h437;cw14g437;cw13f437;cw12e437;cw11d437;cw10c437;cw09b437;cw08a437;boolean;;
no_children;Do you have children and/or grandchildren? - no children or grandchildren;;cw19l438;cw18k438;cw17j438;cw16i438;cw15h438;cw14g438;cw13f438;cw12e438;cw11d438;cw10c438;cw09b438;cw08a438;boolean;;
children_below8;Do you have children younger than 8 years?;;cw19l439;cw18k439;cw17j439;cw16i439;cw15h439;cw14g439;cw13f439;cw12e439;cw11d439;cw10c439;cw09b439;cw08a439;boolean;;
parental_leave;Are you currently on parental leave?;;cw19l440;cw18k440;cw17j440;cw16i440;cw15h440;cw14g440;cw13f440;cw12e440;cw11d440;cw10c440;cw09b440;cw08a440;boolean;;
leave_start_month;Since when have you been on parental leave and until when do you intend to remai;;cw19l441;cw18k441;cw17j441;cw16i441;cw15h441;cw14g441;cw13f441;cw12e441;cw11d441;cw10c441;cw09b441;cw08a441;category;January|February|March|April|May|June|July|August|September|October|November|December;True
leave_start_year;Since when have you been on parental leave and until when do you intend to remai;;cw19l442;cw18k442;cw17j442;cw16i442;cw15h442;cw14g442;cw13f442;cw12e442;cw11d442;cw10c442;cw09b442;cw08a442;int;;
leave_end_month;Since when have you been on parental leave and until when do you intend to remai;;cw19l443;cw18k443;cw17j443;cw16i443;cw15h443;cw14g443;cw13f443;cw12e443;cw11d443;cw10c443;cw09b443;cw08a443;category;January|February|March|April|May|June|July|August|September|October|November|December;True
leave_end_year;Sinds wanneer maakt u hier gebruik van en tot wanneer bent u van plan hier gebru;;cw19l529;cw18k529;cw17j529;cw16i529;cw15h529;cw14g529;cw13f444;cw12e529;cw11d529;cw10c444;cw09b444;cw08a444;int;;
leave_hours;For how many hours per week is the parental leave?;;cw19l445;cw18k445;cw17j445;cw16i445;cw15h445;cw14g445;cw13f445;cw12e445;cw11d445;cw10c445;cw09b445;cw08a445;int;;
working_children;Are you currently working less hours in order to care for your children and/or g;;cw19l446;cw18k446;cw17j446;cw16i446;cw15h446;cw14g446;cw13f446;cw12e446;cw11d446;cw10c446;cw09b446;cw08a446;boolean;;
working_children_amount;For how many of your children and/or grandchildren do you care during the hours;;cw19l447;cw18k447;cw17j447;cw16i447;cw15h447;cw14g447;cw13f447;cw12e447;cw11d447;cw10c447;cw09b447;cw08a447;int;;
working_grandchildren_amount;For how many of your children and/or grandchildren do you care during the hours;;cw19l448;cw18k448;cw17j448;cw16i448;cw15h448;cw14g448;cw13f448;cw12e448;cw11d448;cw10c448;cw09b448;cw08a448;int;;
working_children_hours;How many hours per week are you working less on account of the care for your (gr;;cw19l449;cw18k449;cw17j449;cw16i449;cw15h449;cw14g449;cw13f449;cw12e449;cw11d449;cw10c449;cw09b449;cw08a449;int;;
informal_care;Do you provide informal care?;;cw19l450;cw18k450;cw17j450;cw16i450;cw15h450;cw14g450;cw13f450;cw12e450;cw11d450;cw10c450;cw09b450;cw08a450;boolean;;
working_care;Are you currently working less hours because you provide informal care?;;cw19l451;cw18k451;cw17j451;cw16i451;cw15h451;cw14g451;cw13f451;cw12e451;cw11d451;cw10c451;cw09b451;cw08a451;boolean;;
working_care_hours;How many hours per week have you started working less because of this informal c;;cw19l452;cw18k452;cw17j452;cw16i452;cw15h452;cw14g452;cw13f452;cw12e452;cw11d452;cw10c452;cw09b452;cw08a452;int;;
working_care_month;How many hours per week have you started working less because of this informal c;;cw19l453;cw18k453;cw17j453;cw16i453;cw15h453;cw14g453;cw13f453;cw12e453;cw11d453;cw10c453;cw09b453;cw08a453;category;January|February|March|April|May|June|July|August|September|October|November|December;True
working_care_years;How many hours per week have you started working less because of this informal c;;cw19l454;cw18k454;cw17j454;cw16i454;cw15h454;cw14g454;cw13f454;cw12e454;cw11d454;cw10c454;cw09b454;cw08a454;int;;
care_parents;To whom are you providing informal care? - parents;;;cw18k455;cw17j455;cw16i455;cw15h455;cw14g455;cw13f455;cw12e455;cw11d455;cw10c455;cw09b455;cw08a455;float;;
care_inlaws;To whom are you providing informal care? - parents-in-law;;;cw18k456;cw17j456;cw16i456;cw15h456;cw14g456;cw13f456;cw12e456;cw11d456;cw10c456;cw09b456;cw08a456;float;;
care_family;To whom are you providing informal care? - other family members;;;cw18k457;cw17j457;cw16i457;cw15h457;cw14g457;cw13f457;cw12e457;cw11d457;cw10c457;cw09b457;cw08a457;float;;
care_other;To whom are you providing informal care? - other persons;;;cw18k458;cw17j458;cw16i458;cw15h458;cw14g458;cw13f458;cw12e458;cw11d458;cw10c458;cw09b458;cw08a458;float;;
life_account;Did you deposit any money in the life course savings scheme in 2014?;;;;;;cw15h459;cw14g459;cw13f459;cw12e459;cw11d459;cw10c459;cw09b459;cw08a459;boolean;;
life_account_before;Did you participate in a life course savings scheme in 2014, into which money wa;;;;;;cw15h460;cw14g460;cw13f460;cw12e460;cw11d460;cw10c460;cw09b460;cw08a460;boolean;;
life_account_deposit;What was the total amount of the deposit in the life course savings account, in;;;;;;cw15h461;cw14g461;cw13f461;cw12e461;cw11d461;cw10c461;cw09b461;cw08a461;int;;
life_account_total;What amount did you have on your life course savings account, on December 31, 20;;;;;;cw15h462;cw14g462;cw13f462;cw12e462;cw11d462;cw10c462;cw09b462;cw08a462;int;;
life_account_specified;Can you indicate, then, to what category the amount on your life course savings;;;;;;cw15h463;cw14g463;cw13f463;cw12e463;cw11d463;cw10c463;cw09b463;cw08a463;category;less than 2,500 euros|between 2,500 and 5,000 euros|between 5,000 and 10,000 euros|between 10,000 and 15,000 euros|between 15,000 and 20,000 euros|between 20,000 and 30,000 euros|between 30,000 and 40,000 euros|between 40,000 and 50,000 euros|between 50,000 and 75,000 euros|between 75,000 and 100,000 euros|between 100,000 and 125,000 euros|more than 125,000 euros;True
life_account_savings;In what way do you save (or have you saved) using the life course savings scheme;;;;;;cw15h464;cw14g464;cw13f464;cw12e464;cw11d464;cw10c464;cw09b464;cw08a464;boolean;;
life_account_shares;In what way do you save (or have you saved) using the life course savings scheme;;;;;;cw15h465;cw14g465;cw13f465;cw12e465;cw11d465;cw10c465;cw09b465;cw08a465;boolean;;
life_account_stocks;In what way do you save (or have you saved) using the life course savings scheme;;;;;;cw15h466;cw14g466;cw13f466;cw12e466;cw11d466;cw10c466;cw09b466;cw08a466;boolean;;
life_account_other;In what way do you save (or have you saved) using the life course savings scheme;;;;;;cw15h467;cw14g467;cw13f467;cw12e467;cw11d467;cw10c467;cw09b467;cw08a467;boolean;;
life_account_employer;Do you (or did you) participate in the life course savings scheme through a coll;;;;;;cw15h468;cw14g468;cw13f468;cw12e468;cw11d468;cw10c468;cw09b468;cw08a468;boolean;;
life_account_percentage;How much percent did your employer contribute to the life course savings scheme;;;;;;cw15h469;cw14g469;cw13f469;cw12e469;cw11d469;cw10c469;cw09b469;cw08a469;int;;
life_leave;Did you take life course leave in 2014?;;;;;;cw15h470;cw14g470;cw13f470;cw12e470;cw11d470;cw10c470;cw09b470;cw08a470;boolean;;
life_leave_month;When did you start taking this leave? - month;;;;;;cw15h471;cw14g471;cw13f471;cw12e471;cw11d471;cw10c471;cw09b471;cw08a471;category;January|February|March|April|May|June|July|August|September|October|November|December;True
life_leave_year;When did you start taking this leave? - year;;;;;;cw15h472;cw14g472;cw13f472;cw12e472;cw11d472;cw10c472;cw09b472;cw08a472;int;;
life_leave_months;How much leave did you take in 2014? - number of months;;;;;;cw15h473;cw14g473;cw13f473;cw12e473;cw11d473;cw10c473;cw09b473;cw08a473;int;;
life_leave_hours;How much leave did you take in 2014? - number of hours per week;;;;;;cw15h474;cw14g474;cw13f474;cw12e474;cw11d474;cw10c474;cw09b474;cw08a474;int;;
life_account_withdraw;What amount did you withdraw from your life course savings account in 2014 for t;;;;;;cw15h475;cw14g475;cw13f475;cw12e475;cw11d475;cw10c475;cw09b475;cw08a475;int;;
life_account_goal;For what goal did you use the life course leave?;;;;;;cw15h476;cw14g476;cw13f476;cw12e476;cw11d476;cw10c476;cw09b476;cw08a476;category;early retirement|to work less hours per week before my retirement|parental leave|other care leave for my children|care leave for other family members|care leave for non-family members|skills training|travel|voluntary work|self-owned business|creative self-development (painting, sculpture, writing, music, handicrafts, etc.)|sportive self-development|to prevent a burn-out|to relax|for unforeseen circumstances|other;False
life_account_workhours;What is the total amount of hours that you worked on average per week in 2014, i;;;;;;cw15h477;cw14g477;cw13f477;cw12e477;cw11d477;cw10c477;cw09b477;cw08a477;int;;
salary_saving;Did you participate in a salary savings scheme in 2011?;;;;;;;;;cw12e478;cw11d478;cw10c478;cw09b478;cw08a478;boolean;;
salary_saving_deposit;Did you deposit money in the salary savings scheme in 2011?;;;;;;;;;cw12e479;cw11d479;cw10c479;cw09b479;cw08a479;boolean;;
salary_saving_amount;How much salary savings did you deposit in 2011?;;;;;;;;;cw12e480;cw11d480;cw10c480;cw09b480;cw08a480;int;;
salary_saving_total;What amount did you have in your salary savings account on December 31, 2011?;;;;;;;;;cw12e481;cw11d481;cw10c481;cw09b481;cw08a481;int;;
salary_saving_specified;Can you indicate, then, to what category the amount on your salary savings accou;;;;;;;;;cw12e482;cw11d482;cw10c482;cw09b482;cw08a482;category;less than 1000 euros|between 1000 and 2000 euros|between 2000 and 3000 euros|more than 3000 euros;True
salary_savinf_withdraw1;Did you withdraw money from your salary savings account(s) in 2011?;;;;;;;;;cw12e483;cw11d483;cw10c483;cw09b483;cw08a483;boolean;;
salary_saving_withdraw2;What amount did you withdraw from your salary savings account(s) in 2011?;;;;;;;;;cw12e484;cw11d484;cw10c484;cw09b484;cw08a484;int;;
saving_goal_house;For what goal did you withdraw money from the salary savings account(s)? - to bu;;;;;;;;;cw12e485;cw11d485;cw10c485;cw09b485;cw08a485;boolean;;
saving_goal_stocks;For what goal did you withdraw money from the salary savings account(s)? - to bu;;;;;;;;;cw12e486;cw11d486;cw10c486;cw09b486;cw08a486;boolean;;
saving_goal_annuity;For what goal did you withdraw money from the salary savings account(s)? - life;;;;;;;;;cw12e487;cw11d487;cw10c487;cw09b487;cw08a487;boolean;;
saving_goal_pension;For what goal did you withdraw money from the salary savings account(s)? - volun;;;;;;;;;cw12e488;cw11d488;cw10c488;cw09b488;cw08a488;boolean;;
saving_goal_startup;For what goal did you withdraw money from the salary savings account(s)? - to st;;;;;;;;;cw12e489;cw11d489;cw10c489;cw09b489;cw08a489;boolean;;
saving_goal_leave;For what goal did you withdraw money from the salary savings account(s)? - to ta;;;;;;;;;cw12e490;cw11d490;cw10c490;cw09b490;cw08a490;boolean;;
saving_goal_school;For what goal did you withdraw money from the salary savings account(s)? - to fi;;;;;;;;;cw12e491;cw11d491;cw10c491;cw09b491;cw08a491;boolean;;
saving_goal_unemployed;For what goal did you withdraw money from the salary savings account(s)? - becau;;;;;;;;;cw12e492;cw11d492;cw10c492;cw09b492;cw08a492;boolean;;
saving_goal_release;For what goal did you withdraw money from the salary savings account(s)? - amoun;;;;;;;;;cw12e493;cw11d493;cw10c493;cw09b493;cw08a493;boolean;;
