new_name;reference.period.other.than.survey.period;label_english;L_CoronavirusImpact_wave6_2p.dta;L_CoronavirusImpact_wave5_3p.dta;L_CoronavirusImpact_wave4_4p.dta;L_CoronavirusImpact_wave3_4p.dta;L_CoronavirusImpact_4.0p.dta;L_CoronavirusImpact_3p.dta;type;categories_english;ordered;topic_english;question_group
impact_grades_sec_child5;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades in proportion to other class members;;;;v5d_vokind5;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_college_sec_child5;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His chance to go to college;;;;v5e_vokind5;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_career_sec_child5;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His longterm career;;;;v5f_vokind5;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
teacher_email_prim_child1;;Teacher(s) and pupil/parents communicated and exchanged teaching material by e-mail;;;;v6_bokind1__1;;;bool;;;Childcare;v6_bokind
teacher_phone_prim_child1;;Teacher(s) and pupil/parents communicated by telephone;;;;v6_bokind1__2;;;bool;;;Childcare;v6_bokind
teacher_post_prim_child1;;Teacher(s) and pupil/parents communicated and exchanged teaching material by post;;;;v6_bokind1__3;;;bool;;;Childcare;v6_bokind
teacher_media_prim_child1;;Teacher(s) and pupil/parents communicated and exchanged teaching material via Social media or Messenger (e.g. Whatsapp).;;;;v6_bokind1__4;;;bool;;;Childcare;v6_bokind
teacher_platform_prim_child1;;Teacher(s) and pupil/parents communicated and exchanged learning materials via a �digital learning� platform (forum, special software) on the school�s website.;;;;v6_bokind1__5;;;bool;;;Childcare;v6_bokind
teacher_pickup_prim_child1;;Teaching materials had to be picked up at school;;;;v6_bokind1__6;;;bool;;;Childcare;v6_bokind
teacher_none_prim_child1;;There was no communication between teacher(s) and pupil/parents;;;;v6_bokind1__7;;;bool;;;Childcare;v6_bokind
teacher_other_prim_child1;;Another way of communication/exchange, namely:;;;;v6_bokind1__8;;;bool;;;Childcare;v6_bokind
teacher_other_prim_child1_str;;Another way of communication/exchange, namely:;;;;v6_and_bokind1;;;object;;;Childcare;v6_bokind
teacher_email_prim_child2;;Teacher(s) and pupil/parents communicated and exchanged teaching material by e-mail;;;;v6_bokind2__1;;;bool;;;Childcare;v6_bokind
teacher_phone_prim_child2;;Teacher(s) and pupil/parents communicated by telephone;;;;v6_bokind2__2;;;bool;;;Childcare;v6_bokind
teacher_post_prim_child2;;Teacher(s) and pupil/parents communicated and exchanged teaching material by post;;;;v6_bokind2__3;;;bool;;;Childcare;v6_bokind
teacher_media_prim_child2;;Teacher(s) and pupil/parents communicated and exchanged teaching material via Social media or Messenger (e.g. Whatsapp).;;;;v6_bokind2__4;;;bool;;;Childcare;v6_bokind
teacher_platform_prim_child2;;Teacher(s) and pupil/parents communicated and exchanged learning materials via a �digital learning� platform (forum, special software) on the school�s website.;;;;v6_bokind2__5;;;bool;;;Childcare;v6_bokind
teacher_pickup_prim_child2;;Teaching materials had to be picked up at school;;;;v6_bokind2__6;;;bool;;;Childcare;v6_bokind
teacher_none_prim_child2;;There was no communication between teacher(s) and pupil/parents;;;;v6_bokind2__7;;;bool;;;Childcare;v6_bokind
teacher_other_prim_child2;;Another way of communication/exchange, namely:;;;;v6_bokind2__8;;;bool;;;Childcare;v6_bokind
teacher_other_prim_child2_str;;Another way of communication/exchange, namely:;;;;v6_and_bokind2;;;object;;;Childcare;v6_bokind
teacher_email_prim_child3;;Teacher(s) and pupil/parents communicated and exchanged teaching material by e-mail;;;;v6_bokind3__1;;;bool;;;Childcare;v6_bokind
teacher_phone_prim_child3;;Teacher(s) and pupil/parents communicated by telephone;;;;v6_bokind3__2;;;bool;;;Childcare;v6_bokind
teacher_post_prim_child3;;Teacher(s) and pupil/parents communicated and exchanged teaching material by post;;;;v6_bokind3__3;;;bool;;;Childcare;v6_bokind
teacher_media_prim_child3;;Teacher(s) and pupil/parents communicated and exchanged teaching material via Social media or Messenger (e.g. Whatsapp).;;;;v6_bokind3__4;;;bool;;;Childcare;v6_bokind
teacher_platform_prim_child3;;Teacher(s) and pupil/parents communicated and exchanged learning materials via a �digital learning� platform (forum, special software) on the school�s website.;;;;v6_bokind3__5;;;bool;;;Childcare;v6_bokind
teacher_pickup_prim_child3;;Teaching materials had to be picked up at school;;;;v6_bokind3__6;;;bool;;;Childcare;v6_bokind
teacher_none_prim_child3;;There was no communication between teacher(s) and pupil/parents;;;;v6_bokind3__7;;;bool;;;Childcare;v6_bokind
teacher_other_prim_child3;;Another way of communication/exchange, namely:;;;;v6_bokind3__8;;;bool;;;Childcare;v6_bokind
teacher_other_prim_child3_str;;Another way of communication/exchange, namely:;;;;v6_and_bokind3;;;object;;;Childcare;v6_bokind
teacher_email_prim_child4;;Teacher(s) and pupil/parents communicated and exchanged teaching material by e-mail;;;;v6_bokind4__1;;;bool;;;Childcare;v6_bokind
teacher_phone_prim_child4;;Teacher(s) and pupil/parents communicated by telephone;;;;v6_bokind4__2;;;bool;;;Childcare;v6_bokind
teacher_post_prim_child4;;Teacher(s) and pupil/parents communicated and exchanged teaching material by post;;;;v6_bokind4__3;;;bool;;;Childcare;v6_bokind
teacher_media_prim_child4;;Teacher(s) and pupil/parents communicated and exchanged teaching material via Social media or Messenger (e.g. Whatsapp).;;;;v6_bokind4__4;;;bool;;;Childcare;v6_bokind
teacher_platform_prim_child4;;Teacher(s) and pupil/parents communicated and exchanged learning materials via a �digital learning� platform (forum, special software) on the school�s website.;;;;v6_bokind4__5;;;bool;;;Childcare;v6_bokind
teacher_pickup_prim_child4;;Teaching materials had to be picked up at school;;;;v6_bokind4__6;;;bool;;;Childcare;v6_bokind
teacher_none_prim_child4;;There was no communication between teacher(s) and pupil/parents;;;;v6_bokind4__7;;;bool;;;Childcare;v6_bokind
teacher_other_prim_child4;;Another way of communication/exchange, namely:;;;;v6_bokind4__8;;;bool;;;Childcare;v6_bokind
teacher_other_prim_child4_str;;Another way of communication/exchange, namely:;;;;v6_and_bokind4;;;object;;;Childcare;v6_bokind
teacher_email_prim_child5;;Teacher(s) and pupil/parents communicated and exchanged teaching material by e-mail;;;;v6_bokind5__1;;;bool;;;Childcare;v6_bokind
teacher_phone_prim_child5;;Teacher(s) and pupil/parents communicated by telephone;;;;v6_bokind5__2;;;bool;;;Childcare;v6_bokind
teacher_post_prim_child5;;Teacher(s) and pupil/parents communicated and exchanged teaching material by post;;;;v6_bokind5__3;;;bool;;;Childcare;v6_bokind
teacher_media_prim_child5;;Teacher(s) and pupil/parents communicated and exchanged teaching material via Social media or Messenger (e.g. Whatsapp).;;;;v6_bokind5__4;;;bool;;;Childcare;v6_bokind
teacher_platform_prim_child5;;Teacher(s) and pupil/parents communicated and exchanged learning materials via a �digital learning� platform (forum, special software) on the school�s website.;;;;v6_bokind5__5;;;bool;;;Childcare;v6_bokind
teacher_pickup_prim_child5;;Teaching materials had to be picked up at school;;;;v6_bokind5__6;;;bool;;;Childcare;v6_bokind
teacher_none_prim_child5;;There was no communication between teacher(s) and pupil/parents;;;;v6_bokind5__7;;;bool;;;Childcare;v6_bokind
teacher_other_prim_child5;;Another way of communication/exchange, namely:;;;;v6_bokind5__8;;;bool;;;Childcare;v6_bokind
teacher_other_prim_child5_str;;Another way of communication/exchange, namely:;;;;v6_and_bokind5;;;object;;;Childcare;v6_bokind
teacher_email_sec_child1;;Teacher(s) and pupil/parents communicated and exchanged teaching material by e-mail;;;;v6_vokind1__1;;;bool;;;Childcare;v6_bokind
teacher_phone_sec_child1;;Teacher(s) and pupil/parents communicated by telephone;;;;v6_vokind1__2;;;bool;;;Childcare;v6_bokind
teacher_post_sec_child1;;Teacher(s) and pupil/parents communicated and exchanged teaching material by post;;;;v6_vokind1__3;;;bool;;;Childcare;v6_bokind
teacher_media_sec_child1;;Teacher(s) and pupil/parents communicated and exchanged teaching material via Social media or Messenger (e.g. Whatsapp).;;;;v6_vokind1__4;;;bool;;;Childcare;v6_bokind
teacher_platform_sec_child1;;Teacher(s) and pupil/parents communicated and exchanged learning materials via a �digital learning� platform (forum, special software) on the school�s website.;;;;v6_vokind1__5;;;bool;;;Childcare;v6_bokind
teacher_pickup_sec_child1;;Teaching materials had to be picked up at school;;;;v6_vokind1__6;;;bool;;;Childcare;v6_bokind
teacher_none_sec_child1;;There was no communication between teacher(s) and pupil/parents;;;;v6_vokind1__7;;;bool;;;Childcare;v6_bokind
teacher_other_sec_child1;;Another way of communication/exchange, namely:;;;;v6_vokind1__8;;;bool;;;Childcare;v6_bokind
teacher_other_sec_child1_str;;Another way of communication/exchange, namely:;;;;v6_and_vokind1;;;object;;;Childcare;v6_bokind
teacher_email_sec_child2;;Teacher(s) and pupil/parents communicated and exchanged teaching material by e-mail;;;;v6_vokind2__1;;;bool;;;Childcare;v6_bokind
teacher_phone_sec_child2;;Teacher(s) and pupil/parents communicated by telephone;;;;v6_vokind2__2;;;bool;;;Childcare;v6_bokind
teacher_post_sec_child2;;Teacher(s) and pupil/parents communicated and exchanged teaching material by post;;;;v6_vokind2__3;;;bool;;;Childcare;v6_bokind
teacher_media_sec_child2;;Teacher(s) and pupil/parents communicated and exchanged teaching material via Social media or Messenger (e.g. Whatsapp).;;;;v6_vokind2__4;;;bool;;;Childcare;v6_bokind
teacher_platform_sec_child2;;Teacher(s) and pupil/parents communicated and exchanged learning materials via a �digital learning� platform (forum, special software) on the school�s website.;;;;v6_vokind2__5;;;bool;;;Childcare;v6_bokind
teacher_pickup_sec_child2;;Teaching materials had to be picked up at school;;;;v6_vokind2__6;;;bool;;;Childcare;v6_bokind
teacher_none_sec_child2;;There was no communication between teacher(s) and pupil/parents;;;;v6_vokind2__7;;;bool;;;Childcare;v6_bokind
teacher_other_sec_child2;;Another way of communication/exchange, namely:;;;;v6_vokind2__8;;;bool;;;Childcare;v6_bokind
teacher_other_sec_child2_str;;Another way of communication/exchange, namely:;;;;v6_and_vokind2;;;object;;;Childcare;v6_bokind
teacher_email_sec_child3;;Teacher(s) and pupil/parents communicated and exchanged teaching material by e-mail;;;;v6_vokind3__1;;;bool;;;Childcare;v6_bokind
teacher_phone_sec_child3;;Teacher(s) and pupil/parents communicated by telephone;;;;v6_vokind3__2;;;bool;;;Childcare;v6_bokind
teacher_post_sec_child3;;Teacher(s) and pupil/parents communicated and exchanged teaching material by post;;;;v6_vokind3__3;;;bool;;;Childcare;v6_bokind
teacher_media_sec_child3;;Teacher(s) and pupil/parents communicated and exchanged teaching material via Social media or Messenger (e.g. Whatsapp).;;;;v6_vokind3__4;;;bool;;;Childcare;v6_bokind
teacher_platform_sec_child3;;Teacher(s) and pupil/parents communicated and exchanged learning materials via a �digital learning� platform (forum, special software) on the school�s website.;;;;v6_vokind3__5;;;bool;;;Childcare;v6_bokind
teacher_pickup_sec_child3;;Teaching materials had to be picked up at school;;;;v6_vokind3__6;;;bool;;;Childcare;v6_bokind
teacher_none_sec_child3;;There was no communication between teacher(s) and pupil/parents;;;;v6_vokind3__7;;;bool;;;Childcare;v6_bokind
teacher_other_sec_child3;;Another way of communication/exchange, namely:;;;;v6_vokind3__8;;;bool;;;Childcare;v6_bokind
teacher_other_sec_child3_str;;Another way of communication/exchange, namely:;;;;v6_and_vokind3;;;object;;;Childcare;v6_bokind
teacher_email_sec_child4;;Teacher(s) and pupil/parents communicated and exchanged teaching material by e-mail;;;;v6_vokind4__1;;;bool;;;Childcare;v6_bokind
teacher_phone_sec_child4;;Teacher(s) and pupil/parents communicated by telephone;;;;v6_vokind4__2;;;bool;;;Childcare;v6_bokind
teacher_post_sec_child4;;Teacher(s) and pupil/parents communicated and exchanged teaching material by post;;;;v6_vokind4__3;;;bool;;;Childcare;v6_bokind
teacher_media_sec_child4;;Teacher(s) and pupil/parents communicated and exchanged teaching material via Social media or Messenger (e.g. Whatsapp).;;;;v6_vokind4__4;;;bool;;;Childcare;v6_bokind
teacher_platform_sec_child4;;Teacher(s) and pupil/parents communicated and exchanged learning materials via a �digital learning� platform (forum, special software) on the school�s website.;;;;v6_vokind4__5;;;bool;;;Childcare;v6_bokind
teacher_pickup_sec_child4;;Teaching materials had to be picked up at school;;;;v6_vokind4__6;;;bool;;;Childcare;v6_bokind
teacher_none_sec_child4;;There was no communication between teacher(s) and pupil/parents;;;;v6_vokind4__7;;;bool;;;Childcare;v6_bokind
teacher_other_sec_child4;;Another way of communication/exchange, namely:;;;;v6_vokind4__8;;;bool;;;Childcare;v6_bokind
teacher_other_sec_child4_str;;Another way of communication/exchange, namely:;;;;v6_and_vokind4;;;object;;;Childcare;v6_bokind
teacher_email_sec_child5;;Teacher(s) and pupil/parents communicated and exchanged teaching material by e-mail;;;;v6_vokind5__1;;;bool;;;Childcare;v6_bokind
teacher_phone_sec_child5;;Teacher(s) and pupil/parents communicated by telephone;;;;v6_vokind5__2;;;bool;;;Childcare;v6_bokind
teacher_post_sec_child5;;Teacher(s) and pupil/parents communicated and exchanged teaching material by post;;;;v6_vokind5__3;;;bool;;;Childcare;v6_bokind
teacher_media_sec_child5;;Teacher(s) and pupil/parents communicated and exchanged teaching material via Social media or Messenger (e.g. Whatsapp).;;;;v6_vokind5__4;;;bool;;;Childcare;v6_bokind
teacher_platform_sec_child5;;Teacher(s) and pupil/parents communicated and exchanged learning materials via a �digital learning� platform (forum, special software) on the school�s website.;;;;v6_vokind5__5;;;bool;;;Childcare;v6_bokind
teacher_pickup_sec_child5;;Teaching materials had to be picked up at school;;;;v6_vokind5__6;;;bool;;;Childcare;v6_bokind
teacher_none_sec_child5;;There was no communication between teacher(s) and pupil/parents;;;;v6_vokind5__7;;;bool;;;Childcare;v6_bokind
teacher_other_sec_child5;;Another way of communication/exchange, namely:;;;;v6_vokind5__8;;;bool;;;Childcare;v6_bokind
teacher_other_sec_child5_str;;Another way of communication/exchange, namely:;;;;v6_and_vokind5;;;object;;;Childcare;v6_bokind
hpay_situation;;;;;vakantiegeld1;;;;category;I received my vacation pay last May|I received my vacation pay last May, but due to corona I have received less|my vacation pay will be paid out later this year, by mutual agreement|my vacation pay will not be paid out this year but only next year, by mutual agreement|it is still unknown when I will receive my vacation pay this year|my employer has not paid out any vacation money this year, because my employer has gone bankrupt or is threatened to go bankrupt|not applicable, I am not entitled to vacation pay (e.g. I don't work)|other;FALSE;holiday pay;vakantiegeld1
hpay_amount;;;;;vakantiegeld2;;;;Int;;;holiday pay;vakantiegeld2
hpay_norm;;;;;vakantiegeld2b_1;;;;Int;;;holiday pay;vakantiegeld2b
hpay_amount_merge;;;;;vakantiegeld2b_2;;;;Int;;;holiday pay;vakantiegeld2b
hpay_amount_freetime_202002;202002;;;;vakantiegeld3a_pre;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_basicneeds_202002;202002;;;;vakantiegeld3b_pre;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_entertainment_202002;202002;;;;vakantiegeld3c_pre;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_durables_202002;202002;;;;vakantiegeld3d_pre;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_house_202002;202002;;;;vakantiegeld3e_pre;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_saving_202002;202002;;;;vakantiegeld3f_pre;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_transfer_202002;202002;;;;vakantiegeld3g_pre;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_other_202002;202002;;;;vakantiegeld3h_pre;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_sum_202002;202002;;;;vakantiegeld3_totaal_pre;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_freetime;;;;;vakantiegeld3a_nu;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_basicneeds;;;;;vakantiegeld3b_nu;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_entertainment;;;;;vakantiegeld3c_nu;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_durables;;;;;vakantiegeld3d_nu;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_house;;;;;vakantiegeld3e_nu;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_saving;;;;;vakantiegeld3f_nu;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_transfer;;;;;vakantiegeld3g_nu;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_other;;;;;vakantiegeld3h_nu;;;;int;;;holiday pay;vakantiegeld3
hpay_amount_sum;;;;;vakantiegeld3_totaal_nu;;;;int;;;holiday pay;vakantiegeld3
e_2m_findoldjob;;;;beliefs1a;beliefs1a;;;;Int;;;Beliefs;beliefs1
e_6m_findoldjob;;;;beliefs1b;beliefs1b;;;;Int;;;Beliefs;beliefs1
e_2m_findjob;;;;beliefs2a;beliefs2a;;;;Int;;;Beliefs;beliefs2
e_6m_findjob;;;;beliefs2b;beliefs2b;;;;Int;;;Beliefs;beliefs2
l_findoldjob_rel;;;;beliefs3;beliefs3;;;;category;much easier than in other types of jobs|a little easier than in other types of jobs|no easier and no harder than in other jobs|a little more difficult than in other types of jobs|much more difficult than in other types of jobs;TRUE;Beliefs;beliefs3
impact_corona_findoldjob;;;;beliefs4;beliefs4;;;;category;much easier to find a job|a little easier to find a job|no easier or harder|a little harder to find a job|much harder to find a job;TRUE;Beliefs;beliefs4
finoldjob_wage_rel;;;;beliefs5;beliefs5;;;;category;less salary|the same salary|more salary|I don't know;TRUE;Beliefs;beliefs5
e_2m_findcurrentjob;;;;;beliefs6a;;;;Int;;;Beliefs;beliefs6
e_6m_findcurrentjob;;;;;beliefs6b;;;;Int;;;Beliefs;beliefs6
e_2m_findjob_merge;;;;;beliefs7a;;;;Int;;;Beliefs;beliefs7
e_6m_findjob_merge;;;;;beliefs7b;;;;Int;;;Beliefs;beliefs7
l_findcurrentjob_rel;;;;;beliefs8;;;;category;much easier than in other types of jobs|a little easier than in other types of jobs|no easier and no harder than in other jobs|a little more difficult than in other types of jobs|much more difficult than in other types of jobs;TRUE;Beliefs;beliefs8
impact_corona_findcurrentjob;;;;;beliefs9;;;;category;much easier to find a job|a little easier to find a job|no easier or harder|a little harder to find a job|much harder to find a job;TRUE;Beliefs;beliefs9
findcurrentjob_wage_rel;;;;;beliefs10;;;;category;less salary|the same salary|more salary|I don't know;TRUE;Beliefs;beliefs10
support_childcare_open;;Childcare and out-of-school care fully open again (from 8 June);support_a;support_a;support_a;;;;category;too flexible|rather flexible|just enough|rather too strict|too strict;TRUE;Childcare;support
support_primary_open;;Primary schools are fully open;;support_b;support_b;;;;category;too flexible|rather flexible|just enough|rather too strict|too strict;TRUE;Childcare;support
support_cafe_open;;Cafes and restaurants are open again with a max of 30 guests;support_c;support_c;support_c;;;;category;too flexible|rather flexible|just enough|rather too strict|too strict;TRUE;Public Life;support
support_transport_rules;;In public transport travelers wear a mask;support_d;support_d;support_d;;;;category;too flexible|rather flexible|just enough|rather too strict|too strict;TRUE;Public Life;support
support_sports_rules;;Sports are only allowed outside on 1.5-m distance;;;support_e;;;;category;too flexible|rather flexible|just enough|rather too strict|too strict;TRUE;Public Life;support
support_workplace_rules;;Working at your workplace is allowed only if ;;support_f;support_f;;;;category;too flexible|rather flexible|just enough|rather too strict|too strict;TRUE;Public Life;support
support_nightclubs_close;;Nightclubs and discotheques are closed;;support_g;;;;;category;too flexible|rather flexible|just enough|rather too strict|too strict;TRUE;Public Life;support
avoid_cafe;;;;avoid_a;avoid_a;;;;category;not before the outbreak and not now|much less often than before the outbreak|a little less often than before the outbreak|as often as before the outbreak|more often than before the outbreak|before the outbreak, but not now;TRUE;Behavior;avoid
avoid_theater;;;;avoid_b;avoid_b;;;;category;not before the outbreak and not now|much less often than before the outbreak|a little less often than before the outbreak|as often as before the outbreak|more often than before the outbreak|before the outbreak, but not now;TRUE;Behavior;avoid
avoid_public_transport;;;;avoid_c;avoid_c;;;;category;not before the outbreak and not now|much less often than before the outbreak|a little less often than before the outbreak|as often as before the outbreak|more often than before the outbreak|before the outbreak, but not now;TRUE;Behavior;avoid
avoid_gym;;;;;avoid_d;;;;category;not before the outbreak and not now|much less often than before the outbreak|a little less often than before the outbreak|as often as before the outbreak|more often than before the outbreak|before the outbreak, but not now;TRUE;Behavior;avoid
duration_open_schools;;;;;duration_a;;;;category;from 1 July|between July and the end of August|between September and the end of the year|in 2021|in 2022 or later;TRUE;Beliefs;duration
duration_open_cafes;;;;;duration_b;;;;category;from 1 July|between July and the end of August|between September and the end of the year|in 2021|in 2022 or later;TRUE;Beliefs;duration
duration_no_masks_transport;;;;;duration_c;;;;category;from 1 July|between July and the end of August|between September and the end of the year|in 2021|in 2022 or later;TRUE;Beliefs;duration
duration_sports;;;;;duration_d;;;;category;from 1 July|between July and the end of August|between September and the end of the year|in 2021|in 2022 or later;TRUE;Beliefs;duration
duration_no_measures_workplace;;;;;duration_e;;;;category;from 1 July|between July and the end of August|between September and the end of the year|in 2021|in 2022 or later;TRUE;Beliefs;duration
seeking_intensity;;Are you currently looking for a (nother) job?;;;ws058;;;;category;yes, I am seriously looking|yes, I think about it|no, I already found another job but haven't started yet|no I'm not looking;FALSE;Job Search;ws058
job_search_same;;;;;extra;;;;category;the same kind of job|a different kind of job|the same or different kind of job;FALSE;Job Search;extra
no_search_empl_not_lose_job;;;;;NotLooking__1;;;;bool;;;Job Search;NotLooking
no_search_empl_not_change_job;;;;;NotLooking__2;;;;bool;;;Job Search;NotLooking
no_search_empl_corona;;;;;NotLooking__3;;;;bool;;;Job Search;NotLooking
no_search_empl_cant_find_other;;;;;NotLooking__4;;;;bool;;;Job Search;NotLooking
no_search_empl_other;;;;;NotLooking__5;;;;bool;;;Job Search;NotLooking
no_search_empl_other_str;;;;;NotLooking_str;;;;object;;;Job Search;NotLooking
no_search_study;;;;;ws059__1;;;;bool;;;Job Search;ws059
no_search_household;;;;;ws059__2;;;;bool;;;Job Search;ws059
no_search_incapacitated;;;;;ws059__3;;;;bool;;;Job Search;ws059
no_search_rentier;;;;;ws059__4;;;;bool;;;Job Search;ws059
no_search_retirement;;;;;ws059__5;;;;bool;;;Job Search;ws059
no_search_impact_corona;;;;;ws059__6;;;;bool;;;Job Search;ws059
no_search_cant_find_other;;;;;ws059__7;;;;bool;;;Job Search;ws059
no_search_corona_not_safe;;;;;ws059__8;;;;bool;;;Job Search;ws059
no_search_other;;;;;ws059__9;;;;bool;;;Job Search;ws059
no_search_other_str;;;;;ws059_str;;;;object;;;Job Search;ws059
reason_seeking_loss_corona;;;;;ws060__1;;;;bool;;;Job Search;ws060
reason_seeking_loss_other;;;;;ws060__2;;;;bool;;;Job Search;ws060
reason_seeking_temporary;;;;;ws060__3;;;;bool;;;Job Search;ws060
reason_seeking_earn_more;;;;;ws060__4;;;;bool;;;Job Search;ws060
reason_seeking_conditions;;;;;ws060__5;;;;bool;;;Job Search;ws060
reason_seeking_side;;;;;ws060__6;;;;bool;;;Job Search;ws060
reason_seeking_less;;;;;ws060__7;;;;bool;;;Job Search;ws060
reason_seeking_more;;;;;ws060__8;;;;bool;;;Job Search;ws060
reason_seeking_unhappy;;;;;ws060__9;;;;bool;;;Job Search;ws060
reason_seeking_security;;;;;ws060__10;;;;bool;;;Job Search;ws060
search_home_home;;;;;ws060__11;;;;bool;;;Job Search;ws060
reason_seeking_other;;;;;ws060__12;;;;bool;;;Job Search;ws060
reason_seeking_other_str;;;;;ws060_str;;;;object;;;Job Search;ws060
seeking_ad;;;;;ws063__1;;;;bool;;;Job Search;ws063
seeking_placed;;;;;ws063__2;;;;bool;;;Job Search;ws063
seeking_employers;;;;;ws063__3;;;;bool;;;Job Search;ws063
seeking_relatives;;;;;ws063__4;;;;bool;;;Job Search;ws063
seeking_labor;;;;;ws063__5;;;;bool;;;Job Search;ws063
seeking_agency;;;;;ws063__6;;;;bool;;;Job Search;ws063
seeking_internet;;;;;ws063__7;;;;bool;;;Job Search;ws063
seeking_coach;;;;;ws063__8;;;;bool;;;Job Search;ws063
seeking_follow;;;;;ws063__9;;;;bool;;;Job Search;ws063
seeking_other;;;;;ws063__10;;;;bool;;;Job Search;ws063
seeking_none;;;;;ws063__11;;;;bool;;;Job Search;ws063
applied_job;;;;;ws064;;;;Int;;;Job Search;ws064
seeking_none_reason;;;;;ws065;;;;category;I have not seen a suitable advertisement or vacancy|I don't think there is one suitable for me|I found a job, but haven't started yet|I await an application or interview|I saw a suitable job, but the salary was too low|I have to take care of people who depend on me|due to coronavirus it is not safe for me to work|other|I don't know;FALSE;Job Search;ws065
seeking_hours;;;;;JobHours;;;;Int;;;Job Search;JobHours
seeking_wage;;;;;JobWage;;;;Int;;;Job Search;JobWage
job_important_flexible_hours;;;;;JobChar1;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_salary;;;;;JobChar2;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_contact;;;;;JobChar3;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_no_contact;;;;;JobChar4;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_homeoffice;;;;;JobChar5;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_security;;;;;JobChar6;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_travel_time;;;;;JobChar7;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_transport;;;;;JobChar8;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_flexible_hours_merge;;;;;PosJobChar1;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_salary_merge;;;;;PosJobChar2;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_contact_merge;;;;;PosJobChar3;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_no_contact_merge;;;;;PosJobChar4;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_homeoffice_merge;;;;;PosJobChar5;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_security_merge;;;;;PosJobChar6;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_travel_time_merge;;;;;PosJobChar7;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
job_important_transport_merge;;;;;PosJobChar8;;;;category;much less important|less important|neither unimportant nor important|more important|much more important;TRUE;Job Search;JobChar
school_start_mo_prim_child1;;;;;v2_ma_bokind1_start;;;;float;;;Childcare;v2_bokind
school_start_tue_prim_child1;;;;;v2_di_bokind1_start;;;;float;;;Childcare;v2_bokind
school_start_wed_prim_child1;;;;;v2_wo_bokind1_start;;;;float;;;Childcare;v2_bokind
school_start_thu_prim_child1;;;;;v2_do_bokind1_start;;;;float;;;Childcare;v2_bokind
school_start_fr_prim_child1;;;;;v2_vr_bokind1_start;;;;float;;;Childcare;v2_bokind
school_end_mo_prim_child1;;;;;v2_ma_bokind1_end;;;;float;;;Childcare;v2_bokind
school_end_tue_prim_child1;;;;;v2_di_bokind1_end;;;;float;;;Childcare;v2_bokind
school_end_wed_prim_child1;;;;;v2_wo_bokind1_end;;;;float;;;Childcare;v2_bokind
school_end_thu_prim_child1;;;;;v2_do_bokind1_end;;;;float;;;Childcare;v2_bokind
school_end_fr_prim_child1;;;;;v2_vr_bokind1_end;;;;float;;;Childcare;v2_bokind
